Country Name,Year,Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],Gini index [SI.POV.GINI],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",New businesses registered (number) [IC.BUS.NREG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Compulsory education, duration (years) [SE.COM.DURS]",Lending interest rate (%) [FR.INR.LEND],Trade (% of GDP) [NE.TRD.GNFS.ZS],Net migration [SM.POP.NETM],International migrant stock (% of population) [SM.POP.TOTL.ZS],"International migrant stock, total [SM.POP.TOTL]","Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Secondary education, duration (years) [SE.SEC.DURS]","Primary education, duration (years) [SE.PRM.DURS]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]"
Belize,2007,..,..,32.43810842,..,..,..,..,-5.569213963,8.510000229,..,..,..,923,1.166518255,4290.901445,-1.436135065,7432.956663,0.2384503874,1.772391396,1070.000052,1.066140405,3.384766298,..,..,8,14.33333333,123.0211644,8722,..,..,21454975.42,73119263.19,5.698585302,13.10964489,2.606314178,299031,..,6,6,..,..,..,70.636,0.1990788098,27,..
Belize,2008,..,..,33.56995261,..,..,..,..,-5.580663373,8.180000305,..,..,..,801,2.755039169,4408.382931,0.1458243469,7586.562736,0.2148020661,1.62960935,1080.000043,1.367605852,4.836624677,18.89439011,5.772630215,8,14.14083333,133.5919615,..,..,..,27977571.05,76489003.31,5.655007603,13.45120561,2.572052793,306822,..,6,6,..,..,400,71.059,0.1869172835,27,..
Belize,2009,..,..,30.82741415,..,..,..,..,5.95053558,..,..,..,..,583,0.299811547,4196.995031,-2.197045086,7467.440621,0.6213645209,4.640002664,2130.000114,1.310816767,4.366001896,21.97053909,6.178170204,8,14.08166667,109.1847665,..,..,..,22508922.2,78578401.6,5.950179921,13.79460763,2.520902564,314655,..,6,6,..,..,..,71.541,0.1746329459,53,..
Belize,2010,6.2,..,40.00434156,..,..,..,..,-5.747982235,..,..,..,..,604,3.326500982,4304.111108,0.823965908,7619.452314,0.2279196083,1.736622587,1269.999981,1.113671387,3.754528764,22.75577927,6.719759941,8,13.88333333,116.7930385,..,14.41501948,46360,21991807.71,78134569.59,5.629595186,14.13700132,2.45178027,322465,..,6,6,..,..,..,72.057,0.164156469,53,..
Belize,2011,..,..,37.54890442,..,..,..,..,3.925075255,..,..,..,..,1000,1.603504567,4441.738755,-0.7873941663,7716.521078,0.2629231649,2.028852144,1429.999948,1.055329118,3.581010453,..,..,8,13.36333333,126.4263796,..,..,..,23529361.44,75323553.82,5.135152854,14.47768523,2.381294716,330236,..,6,6,..,..,..,72.57,0.1542393751,0,..
Belize,2012,..,..,42.89928136,..,..,..,..,2.098778835,..,..,..,..,863,2.428309945,4530.604801,0.07519315927,7313.197802,0.2710500603,1.982242705,1399.999976,0.9993517039,3.458892045,..,..,8,12.44083333,127.5476759,7594,..,..,26326846.23,75945646.69,4.959395214,14.81810609,2.324130368,338001,..,6,6,..,..,..,73.044,0.1451137027,26,..
Belize,2013,..,..,28.63696714,..,4,..,..,2.993627076,8.350000381,16.82999992,..,..,801,0.8458422683,4575.680956,-1.402067264,7238.349833,0.1838273376,1.330606578,1289.999962,1.125663091,3.770705196,22.18861961,6.425370216,8,11.56916667,131.748059,..,..,..,31523217.67,74401710.37,4.703476849,15.15594038,2.254274143,345707,..,6,6,..,..,130,73.452,0.1366424337,0,..
Belize,2014,..,..,34.80810265,..,4,..,..,2.557286904,8.239999771,18.19000053,..,..,655,4.465445954,4744.108945,2.201218919,7229.206377,0.1878995951,1.358364951,1279.999971,1.197789504,3.757900943,22.11071014,6.614689827,8,10.82178318,126.5534116,..,..,..,33269797.51,80334417.62,4.792059872,15.49171416,2.19127515,353366,..,6,6,..,..,..,73.782,0.1262429815,0,..
Belize,2015,..,..,32.97074747,..,4,..,..,8.725817607,7.579999924,16.39999962,..,..,675,2.894945154,4805.196852,0.7396950882,7288.745493,0.2584865577,1.884042732,1480.000019,1.143856161,3.227107201,21.55191994,6.870150089,8,10.32027993,124.3167007,..,14.99080123,53860,41161360.53,84744074.54,4.886298441,15.82314774,2.116860418,360926,..,6,6,..,..,250,74.034,0.1152779017,0,..
Belize,2016,..,..,37.45938507,..,4,..,..,-1.71907012,7,16.28000069,..,..,701,-0.1795069055,4877.670506,-2.20437273,7267.770047,0.2427692744,1.764391261,1490.00001,1.223192232,3.521960665,20.50201988,7.29365015,8,9.84091011,112.8258307,..,..,..,45202220.8,96671006.68,5.379790191,16.15076721,2.049363877,368399,..,6,6,..,..,3500,74.219,0.1047184542,13,1
Belize,2017,..,..,37.78857029,..,4,..,..,0.5464778709,6.599999905,15.31000042,..,..,777,2.128596594,4909.604664,0.1239381458,7140.905119,0.2385057305,1.703146792,1490.00001,1.255364915,3.67425498,21.65851021,7.45028019,8,9.4625,112.9000187,6000,..,..,45607619.89,90214516.3,4.889922979,16.47413415,1.982397008,375775,..,6,6,..,..,..,74.365,0.09412345087,..,..
Belize,2018,..,..,37.32989446,..,4,..,..,-6.340662116,..,..,..,..,763,2.044703177,4927.194224,0.1011518392,7318.897839,0.2247064743,1.644603729,1480.000019,1.294665671,3.913703554,22.11375046,7.472270012,8,9.115,114.7146967,..,..,..,42979100.74,92512738.78,4.901427474,16.79399386,1.922979057,383071,..,6,6,..,..,..,74.496,..,..,..
Belize,2019,..,..,34.32807909,..,4,..,..,2.492469013,9.050000191,19.29999924,..,..,769,1.964996302,4983.336114,0.06336117639,7454.532388,0.2199400209,1.639550009,1549.999952,1.331671046,3.733350496,22.20202065,7.138390064,8,9.066666667,119.2442986,..,..,..,41881051.83,96816750.12,4.977084611,17.11315213,1.882598378,390351,..,6,6,..,..,..,74.623,..,..,..
Belize,2020,..,..,25.65256865,..,..,..,..,-13.74923765,..,..,..,..,671,-16.75012951,3987.796596,-18.27224871,6165.849669,..,..,..,1.574830602,3.83521518,21.52098083,7.528777599,8,8.734166667,99.08354061,..,..,..,42407418.74,120683619.4,7.611075237,17.43187199,1.845295592,397621,..,6,6,..,..,6300,74.754,..,..,..
Belize,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,9.753163244,4420.491372,7.776107386,6921.450076,..,..,..,..,..,22.17474747,8.707014084,..,8.438333333,105.3061634,..,..,..,..,..,..,..,1.817787825,404915,..,6,6,..,..,..,..,..,..,..
Benin,1995,..,..,..,..,..,..,..,2.624823239,..,..,61.95952126,14.46254822,..,6.04519865,367.3877143,2.609386016,1471.030965,0.03453336842,0.05079965429,4480.000019,..,..,..,..,..,..,63.80014001,..,1.753708615,104971,26484507.04,98932296.36,4.559875265,52.3727563,3.29359954,5905552,..,7,6,..,..,..,55.203,..,..,..
Benin,1996,..,..,..,..,..,..,..,2.86049133,..,..,65.00436067,4.914239726,..,4.324284031,387.4320982,1.093696542,1514.348262,0.1051051841,0.1591658528,5829.999924,..,..,..,..,..,..,56.51779145,..,..,..,33615322.66,84917981.87,3.596517949,54.04639943,3.145638825,6094272,..,7,6,..,..,..,55.17,..,693,..
Benin,1997,..,..,..,..,..,..,..,4.244489183,..,..,67.25760416,3.466295906,..,5.734688375,361.0999824,2.580781527,1580.21812,0.1249198136,0.1974005531,6300.000191,..,..,..,..,..,..,58.71162961,-2851,..,..,17064455.45,70106471.13,3.090703329,55.70808797,3.028241603,6281644,..,7,6,..,..,..,55.133,..,..,..
Benin,1998,..,..,..,..,..,..,..,1.125280468,..,..,71.12714571,5.753314584,..,3.961012138,379.4417675,0.9301873773,1612.86843,0.1159481142,0.1870090529,6530.00021,..,..,18.46174049,2.747889996,6,..,59.5936253,..,..,..,29877018.36,89178475.71,3.632387485,57.38094182,2.958688181,6470275,..,7,6,..,..,..,55.139,..,..,..
Benin,1999,..,..,..,..,..,..,..,7.381755645,..,..,71.35953438,0.3267228934,..,5.341449372,551.8214294,2.277568131,1672.849348,0.1202005158,0.2010773545,6539.999962,0.4853892305,4.516935424,17.88518906,1.921939969,6,..,54.39178915,..,..,..,5934716.829,75026904.54,2.040219204,59.09987584,2.95165994,6664102,29,7,6,..,..,..,55.218,..,..,..
Benin,2000,..,..,..,..,..,..,..,5.609158031,..,..,74.33194758,4.165404423,..,5.857714205,512.673902,2.745725782,1757.721011,0.1176624851,0.2068178223,7030.00021,0.4128523024,2.639473179,13.51319981,2.113660097,6,..,47.3481515,..,1.924348207,133730,8901617.842,85876253.12,2.439672293,60.88990777,2.983861929,6865946,..,7,6,..,..,..,55.391,3.16809063,..,..
Benin,2001,..,..,..,..,..,..,..,4.305625605,..,..,77.29355201,3.984295478,..,5.333135706,518.0674741,2.195763603,1836.786562,0.1338622287,0.2458763429,6500,0.3579711273,2.317345131,15.31058025,2.365099907,6,..,48.25717064,..,..,..,10267645.66,83064161.12,2.265660605,62.75920539,3.023782383,7076728,..,7,6,..,..,..,55.668,3.110334886,..,..
Benin,2002,..,..,..,..,..,..,..,5.031529567,0.6899999976,0.8199999928,79.21751401,2.489162355,..,4.643030871,574.9297982,1.506465248,1893.515263,0.1578114783,0.2988184427,7530.00021,0.6228194582,4.074978526,14.12907982,2.159490108,6,..,43.76842254,25005,..,..,6648280.332,76107818.02,1.814534976,64.69847464,3.043235856,7295400,..,7,6,..,..,..,56.025,3.049096851,..,..
Benin,2003,..,..,..,..,..,..,38.6,1.977263858,..,..,80.39567051,1.487242461,..,3.443576776,711.2849548,0.3466060237,1937.578233,0.1674482604,0.3244441046,7500,0.6472232268,4.729118575,16.68252945,2.283159971,6,..,41.61623056,..,..,..,5247479.748,55401177.09,1.035679596,66.69524654,3.039605885,7520556,39,7,6,..,..,..,56.436,3.00500469,..,..
Benin,2004,..,..,..,..,..,..,..,3.444709167,..,..,81.09824091,0.8738908309,..,4.429684554,798.7443045,1.337933772,2016.210145,0.1695931174,0.3419353638,7590.000153,0.6761498504,5.061166462,19.2139492,2.566900015,6,..,39.90297434,..,..,..,5637750.016,63117010.27,1.01961631,68.73007272,3.005315906,7750003,..,7,6,..,..,..,56.887,2.941842117,..,..
Benin,2005,..,3.5,..,3,..,..,..,-2.315695492,..,..,85.44877295,5.364520858,..,1.713164564,822.7851431,-1.245889709,2053.527482,0.176918658,0.3633073262,8619.999886,0.680970685,4.816420069,18.79039001,2.656680107,6,8.044166667,39.09593119,..,2.095959577,171499,33541431.02,146939347.9,2.237318484,70.78949095,2.952371363,7982223,..,7,6,..,..,..,57.355,2.879002745,..,..
Benin,2006,..,3.5,..,3,..,..,..,0.8719926644,..,..,88.68059676,3.782176965,..,3.943738828,856.0549166,0.9751621179,2137.533893,0.197564467,0.4223007442,8909.999847,0.6657233239,5.118655558,19.70960999,2.56340003,6,4.736666667,39.77469871,..,..,..,60845024.6,195673786.1,2.78178391,72.87063675,2.897521298,8216893,37.5,7,6,..,..,..,57.817,2.818350472,541,..
Benin,2007,..,3.5,..,3,..,..,..,2.601945693,..,..,89.83173133,1.298068133,..,5.986349322,966.2036183,3.004154076,2261.251548,0.2092224528,0.4731045951,9649.999619,..,..,14.94869041,2.363310099,6,4.751666667,49.11378415,-48776,..,..,107687774.6,240793733.4,2.947634939,74.98040085,2.854098759,8454790,33,7,6,..,..,..,58.255,2.758799975,..,..
Benin,2008,..,3.5,..,3,..,..,..,2.332559688,..,..,96.9709274,7.947298761,..,4.896577084,1125.426134,1.976221564,2350.165251,0.1966810078,0.46223287,9399.999619,0.6639589796,4.563475194,19.08857918,2.777280092,6,4.984166667,47.77535927,..,..,..,74614342.84,207863209.4,2.123710954,77.12766052,2.823522041,8696915,..,7,6,..,..,150000,58.654,2.701705887,..,..
Benin,2009,34.5,3.5,..,3,..,..,..,-0.5335087957,..,..,97.83985707,0.8960723557,..,2.319292139,1088.757906,-0.5152891329,2353.04098,0.210003424,0.4941466625,10029.99973,..,..,18.17561913,3.089270115,6,4.9775,44.70262906,..,..,..,70228496.43,126457222.3,1.298511817,79.32523058,2.809426641,8944713,..,7,6,..,..,40000,59.009,2.640754308,..,..
Benin,2010,..,3.5,..,3,..,0.3655847907,..,-0.8757195216,1.039999962,2.380000114,100,2.207835325,..,2.114064726,1036.534515,-0.7114052681,2364.378796,0.2220636417,0.5250425658,10479.99954,..,..,26.14396095,3.679970026,6,5.113333333,51.43085995,..,2.200540958,209267,63440509.31,139569120.5,1.463703002,81.58260021,2.805976233,9199254,35.2,7,6,..,..,275000,59.318,2.578819188,..,..
Benin,2011,..,3.5,..,3,..,..,43.4,1.908974172,2.650000095,5.630000114,102.7042391,2.704239077,..,2.963752919,1130.273251,0.1169893141,2416.327362,0.2034079847,0.4915002792,10550.00019,..,..,20.95630074,4.397880077,6,5.255916667,47.21702881,..,..,..,61631882.65,172185775.3,1.610217817,83.90235012,2.803761755,9460829,36.2,7,6,..,..,..,59.59,2.523104184,..,..
Benin,2012,..,3.5,..,3,..,..,..,3.352020045,..,..,109.631314,6.744682533,..,4.811223316,1145.140105,1.919536798,2498.495773,0.1826521611,0.4563556525,10529.99973,0.7020561578,4.931580267,25.02131081,3.562020063,6,5.039166667,50.73673678,-42268,..,..,87741932.92,207763555.2,1.864795455,86.28284853,2.797721181,9729254,..,7,6,..,..,10000,59.842,2.455730554,..,..
Benin,2013,..,3.5,..,3,6,..,..,6.955809556,..,..,110.1015105,0.4288888889,906,7.191433721,1251.209767,4.24138004,2669.68822,0.1752208662,0.4677850824,11159.99985,0.6872396835,4.614196726,22.34122086,3.327510118,6,5.2875,59.20019183,..,..,..,101062518.8,248800533.7,1.987566703,88.72467187,2.790716434,10004594,..,7,6,..,..,15000,60.092,2.382081859,..,..
Benin,2014,..,3.5,..,3,6,..,..,3.373236955,..,..,109.4973201,-0.5487575509,1382,6.357679098,1291.410185,3.439491778,2833.412753,0.1780637747,0.5045281701,11699.99981,0.7009249488,4.927569783,22.22771072,3.161789894,6,5.338333333,65.26827494,..,..,..,144363224,304659173.4,2.293338224,91.22773147,2.78209237,10286839,..,7,6,..,..,..,60.345,2.302971393,512,..
Benin,2015,..,3.5,..,3,6,..,47.8,0.4036065501,..,..,109.7368848,0.2187859235,2834,1.77815106,1076.796698,-1.004234539,2886.829137,0.1804723424,0.5209928164,12119.99989,0.7984847049,4.3987447,17.4795208,3.17298007,6,5.154166667,56.75631318,..,2.255540965,245399,98216933.46,214449579.5,1.883092277,93.79178787,2.771837886,10575962,40.1,7,6,..,..,..,60.608,2.217555263,..,..
Benin,2016,14.5,3.5,..,3,6,..,..,1.66235512,..,..,108.8655189,-0.7940501739,3060,3.339673426,1087.287331,0.5251307431,3004.807805,0.2063150281,0.6199370066,13819.99969,0.673596727,4.366126549,18.79140091,2.899100065,6,5.295,58.98692834,..,..,..,88136694.41,221726215,1.875687117,96.41780773,2.761360928,10872072,..,7,6,..,..,960,60.885,2.124416888,..,59.7
Benin,2017,..,3.5,1.127497407,3,6,0.406,..,0.8863910434,..,..,110.791799,1.769412474,3115,5.671555469,1136.593872,2.805281504,3044.517156,0.2019218473,0.6147545282,13970.00027,0.9206131244,5.176355784,19.87965012,3.535589933,6,6.934166667,61.47659696,-10000,..,..,72946194.17,195776833.9,1.541349043,99.10599503,2.749902222,11175192,..,7,6,..,..,3500,61.174,2.042126956,..,..
Benin,2018,..,3.5,..,3,6,0.3969503343,37.8,3.423902549,1.470000029,3.910000086,111.5061885,0.6448036224,3033,6.697259461,1241.825298,3.818783343,3236.292065,0.1996291136,0.6460581162,15090.00015,0.6328575401,3.822931949,17.70918083,2.931619883,6,6.763333333,61.79519449,..,..,..,94458843.34,198742396,1.393470232,101.8538045,2.734856203,11485035,..,7,6,3500,3500,23000,61.47,..,..,..
Benin,2019,..,3.5,..,3.5,6,..,..,5.102757793,..,..,110.7200402,-0.7050266345,3437,6.865687336,1219.515506,4.003089135,3426.049089,0.1805530889,0.6185837458,15020.00046,0.4729348412,3.241628912,..,2.965199947,6,6.688333333,63.68133231,..,..,..,87497446.54,216993145.2,1.507767302,104.6572455,2.71521855,11801151,38.5,7,6,190,3700,5000,61.771,..,..,..
Benin,2020,..,3.5,..,3.5,..,0.4002907276,..,0.2558440687,..,..,114.0667983,3.022721197,4034,3.8487924,1291.040972,1.090098527,3505.138455,..,..,..,0.4706349168,2.703892705,..,3.003662109,6,6.5375,44.83323338,..,..,..,92063088.59,204623916.5,1.30737197,107.5132849,2.692373813,12123198,..,7,6,..,3500,7000,62.077,..,..,..
Benin,2021,..,3.5,..,3.5,..,..,..,..,..,..,116.044206,1.733552342,..,6.600001011,1428.447177,3.79324564,3789.273347,..,..,..,..,..,..,..,..,6.25,..,..,..,..,..,..,..,..,2.668262351,12451031,..,7,6,..,2700,10000,..,..,..,..
Bermuda,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39914833,33989.72316,3.654763146,40763.38661,..,..,..,..,..,..,..,..,..,..,..,26.59903659,16676,..,..,..,1106.407407,0.7155725694,59746,..,5,7,..,..,..,..,..,..,..
Bermuda,1996,..,..,6.272541948,..,..,..,..,..,..,..,..,..,..,2.600475429,44826.78907,1.946947479,42317.92417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1113.5,0.6390011316,60129,..,5,7,..,..,..,..,..,..,..
Bermuda,1997,..,..,3.120514261,..,..,..,..,..,..,..,..,..,..,4.600000843,48478.88325,3.963724659,44753.95873,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1120.314815,0.6101522751,60497,..,5,6,..,..,..,..,..,..,..
Bermuda,1998,..,..,0,..,..,..,..,..,..,..,..,..,..,3.900000094,51371.74081,3.139627286,46678.6018,..,..,..,..,..,..,2.152270079,13,..,..,..,..,..,..,..,..,1128.574074,0.7345224065,60943,..,7,6,..,..,..,..,..,..,..
Bermuda,1999,..,..,3.090999011,..,..,..,..,..,..,..,..,..,..,3.38264702,54245.45974,2.805721748,48664.53995,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,1134.907407,0.5596113698,61285,..,7,6,..,..,..,..,..,..,..
Bermuda,2000,..,..,0,..,..,..,..,..,2.710000038,10.72999954,..,..,..,9.317156411,56284.16865,8.348324206,53921.77368,..,..,..,..,..,..,..,13,..,..,..,27.59116108,17668,..,..,..,1145.055556,0.8902087736,61833,..,7,6,..,..,..,77.88536585,..,..,..
Bermuda,2001,..,..,4.592071024,..,..,..,..,..,..,..,..,..,..,7.222435538,58883.95943,6.071369138,58484.1524,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,1157.481481,1.079335217,62504,..,7,6,..,..,..,77.88536585,..,..,..
Bermuda,2002,..,..,1.523182843,..,..,..,..,..,..,..,..,..,..,-1.477790598,62583.1002,-2.116731681,58138.39981,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,1165.037037,0.650636983,62912,..,7,6,..,..,..,78.08780488,..,..,..
Bermuda,2003,..,..,3.033244358,..,..,..,..,..,..,..,..,..,..,3.410706677,66111.72523,2.736271274,60908.03971,..,..,..,..,..,11.03660011,1.666270018,13,..,..,..,..,..,..,..,..,1172.685185,0.6543271363,63325,..,7,6,..,..,..,78.33414634,..,..,..
Bermuda,2004,..,..,1.511578693,..,..,..,..,..,..,..,..,..,..,2.321267223,70359.31911,1.655071335,63578.19228,..,..,..,..,..,11.11384964,1.775879979,13,..,..,..,..,..,..,..,..,1180.37037,0.6532113101,63740,..,7,6,..,..,..,78.48536585,..,..,..
Bermuda,2005,..,..,3.018412315,..,..,..,..,..,..,..,..,..,..,1.674206114,75882.03386,1.018079897,66239.46679,..,..,..,..,..,12.10540009,1.988770008,13,..,..,..,28.06338677,18276,..,0,0,1188.037037,0.6474133987,64154,..,7,6,..,..,..,78.68536585,..,..,..
Bermuda,2006,..,..,4.528985507,..,..,..,..,..,..,..,..,..,..,5.54386638,95221.85887,4.940272519,71656.72358,..,..,..,..,..,..,..,13,..,..,..,..,..,171580000,1182490000,19.24625651,1194.87037,0.573530641,64523,..,7,6,..,..,..,78.88780488,..,..,..
Bermuda,2007,..,..,4.536793394,..,..,..,..,..,..,..,..,..,..,3.345139709,104287.3875,2.763815335,75627.24753,..,..,..,..,..,..,..,13,..,..,..,..,..,177947228.1,1450138212,21.42955833,1201.62963,0.5640957382,64888,..,7,6,..,..,..,78.93414634,..,..,..
Bermuda,2008,..,..,7.582650895,..,..,..,..,..,..,..,..,..,..,-1.865955826,106935.4863,-2.444780256,75193.34639,..,..,..,..,..,..,..,13,..,..,..,..,..,190915102.1,1390779867,19.925213,1208.759259,0.5915767746,65273,..,7,6,..,..,..,79.23658537,..,..,..
Bermuda,2009,..,..,9.13589646,..,..,..,..,..,4.480000019,21.06999969,..,..,..,-5.626697711,101407.764,-6.148629405,71022.30785,..,..,..,..,..,13.97043037,2.289200068,13,..,..,..,..,..,212564001.2,1346066952,20.22336166,1215.481481,0.5545851399,65636,..,7,6,..,..,..,79.38843902,..,..,..
Bermuda,2010,..,..,10.70532819,..,..,..,..,..,6.489999771,16.31999969,..,..,..,-2.502878289,101875.2841,-1.736363236,70627.82219,..,..,..,..,..,12.93424034,2.306689978,13,..,74.59508034,..,29.52747287,18884,238623065.8,1261415801,19.0129001,1206,-0.7831181044,65124,..,7,6,..,..,..,79.28853659,..,..,..
Bermuda,2011,..,..,12.29331858,..,..,..,..,..,..,..,..,..,..,-3.742744317,97774.16207,-2.907850829,69998.84342,..,..,..,..,..,..,..,13,..,76.27043681,..,..,..,215424493.8,1175291441,18.61791495,1195.62963,-0.8636164958,64564,..,7,6,..,..,..,81.15268293,..,..,..
Bermuda,2012,..,..,9.268270077,..,..,..,..,..,8.43999958,..,..,..,..,-5.305299107,98431.86518,-5.647262748,67453.82052,..,..,..,..,..,..,..,13,..,73.78230306,..,..,..,217148645.7,1190775527,18.66949558,1199.962963,0.3617758773,64798,..,7,6,..,..,..,81.67780488,..,..,..
Bermuda,2013,..,..,7.766266445,..,..,..,..,..,6.659999847,..,..,..,..,-0.2797085454,99471.6389,-0.5911378952,68993.22749,..,..,..,..,..,..,..,13,..,76.2701067,..,..,..,218784177.2,1224886398,18.94421005,1203.722222,0.3127915708,65001,..,7,6,..,..,..,80.57243902,..,..,..
Bermuda,2014,..,..,6.246291265,..,..,..,..,..,8.93999958,29.28000069,..,..,..,-3.701067594,98467.68399,-3.903606108,68775.44674,..,..,..,..,..,7.796440125,1.536880016,13,..,76.51674746,..,..,..,224147086.9,1335682710,20.82452773,1206.259259,0.2105441883,65138,..,7,6,..,..,..,80.79731707,..,..,..
Bermuda,2015,..,..,6.279927781,..,..,..,..,..,..,..,..,..,..,0.7755296996,102005.6256,0.6225984268,71873.22806,..,..,..,..,..,9.018799782,1.501639962,13,..,73.29549852,..,30.84639701,19126,186973109.8,1445391572,21.72037969,1208.092593,0.1518696361,65237,..,7,6,..,..,..,81.01219512,..,..,..
Bermuda,2016,..,..,12.62626263,..,..,..,..,..,..,..,..,..,..,-0.6572063043,106885.8785,0.3938691999,76362.05141,..,..,..,..,..,..,..,13,..,72.74990938,..,..,..,213856867.8,1445943330,20.95597074,1195.444444,-1.05247098,64554,..,7,6,..,..,..,81.22707317,..,..,..
Bermuda,2017,..,..,7.931472081,..,..,..,..,..,..,..,..,..,..,3.611419837,111820.5815,4.716102205,81834.95587,..,..,..,..,..,7.773469925,1.324959993,13,..,72.39242845,..,..,..,218383822,1505955305,21.08497167,1182.833333,-1.060534596,63873,..,7,6,..,..,..,81.44195122,..,..,..
Bermuda,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.4328013003,113050.7369,-0.5028993,83368.62255,..,..,..,..,..,..,..,13,..,77.33423453,..,..,..,197545233.4,1446756401,20.02160263,1183.666667,0.07042749781,63918,..,7,6,..,..,..,81.65170732,..,..,..
Bermuda,2019,..,..,0,..,..,..,..,..,..,..,..,..,..,0.3062667352,116153.1661,0.3172530109,85129.07046,..,..,..,..,..,..,..,13,..,76.46594953,..,..,..,198609831.9,1547229198,20.84241251,1183.537037,-0.01095213137,63911,..,7,6,..,..,..,81.86658537,..,..,..
Bermuda,2020,..,..,..,..,..,..,..,..,..,..,..,..,..,-6.853458192,107706.0398,-6.827216855,80273.08171,..,..,..,..,..,..,..,13,..,71.66310987,..,..,..,183196006.1,1574100923,22.87384825,1183.203704,-0.02816813264,63893,..,7,6,..,..,50,82.05609756,..,..,..
Bermuda,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,1.852590029,110869.4631,1.894053811,85192.31929,..,..,..,..,..,..,..,..,..,73.25198774,..,..,..,..,..,..,..,-0.04070131553,63867,..,7,6,..,..,..,..,..,..,..
Bhutan,1995,..,..,2.992729538,..,..,..,..,0.2033562653,..,..,56.65931432,9.495625322,..,7.074117278,543.3016187,6.528561583,2084.306253,0.1435839639,0.2992729538,870.0000048,..,..,..,..,..,16,83.88290865,..,5.496593613,27972,..,..,..,13.43288945,0.5108146432,534629,..,6,7,..,..,..,56.636,..,..,..
Bhutan,1996,..,..,2.21618517,..,..,..,..,5.390398117,..,..,61.63947496,8.789659224,..,5.565172862,560.391079,4.23125671,2212.276352,0.166961146,0.3693641949,879.9999952,..,..,..,..,..,16,84.62949143,..,..,..,..,..,..,13.60479899,1.271646167,541471,..,6,7,..,..,..,57.418,..,..,..
Bhutan,1997,..,..,1.268775613,..,..,..,..,10.91986745,..,..,65.65423014,6.513285807,..,5.373838519,638.4858666,3.417678606,2327.337851,0.1479724794,0.3443819522,879.9999952,..,..,..,..,..,16,85.21143723,143,..,..,..,..,..,13.86213568,1.873847346,551713,..,6,7,..,..,..,58.236,..,..,..
